"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x247351807","x1104203926570786817",2019-03-09 02:15:05,"NFIDvaccines","@genentech supplemental new drug application for Xofluza, being developed to treat patients with #influenza at high risk of complications, has been accepted by @US_FDA for review https://t.co/zcHDvm9UsO via @Reuters #FightFlu https://t.co/DFfVz0i30U","Hootsuite Inc.",225,,"x16150688","genentech",FALSE,FALSE,0,0,"influenza FightFlu",,"ow.ly/Wxt930nXxjL","https://t.co/zcHDvm9UsO","http://ow.ly/Wxt930nXxjL","http://pbs.twimg.com/media/D1LrnoYXgAAxAdc.png","https://t.co/DFfVz0i30U","https://twitter.com/NFIDvaccines/status/1104203926570786817/photo/1","photo","http://pbs.twimg.com/media/D1LrnoYXgAAxAdc.png","https://t.co/DFfVz0i30U","https://twitter.com/NFIDvaccines/status/1104203926570786817/photo/1",,"x16150688 x208120290 x1652541","genentech US_FDA Reuters","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NFIDvaccines/status/1104203926570786817","NFID","Bethesda, MD","Non-profit educating public & #healthcare professionals on causes, treatment, & prevention of infectious diseases across the lifespan #FightFlu #GetVaccinated","http://t.co/uI84I9o67B",FALSE,5844,4376,165,16729,2366,2011-02-04 16:31:52,FALSE,"http://t.co/uI84I9o67B","http://www.nfid.org/info","en","https://pbs.twimg.com/profile_banners/247351807/1542298987","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000867106495/72WYzeR4_normal.jpeg"
"x247351807","x1102626089866874884",2019-03-04 17:45:20,"NFIDvaccines","Leading global experts will share cutting-edge research on #vaccine hesitancy &amp; new vaccines to prevent #Zika, #dengue, #influenza, &amp; #AntimicrobialResistance at the 2019 #NFID Annual Conference on Vaccinology Research, April 3-5, 2019 https://t.co/CNU0m5TikU #ACVR https://t.co/0IsKTGMpve","Hootsuite Inc.",273,,,,FALSE,FALSE,0,2,"vaccine Zika dengue influenza AntimicrobialResistance NFID ACVR",,"nfid.org/acvr","https://t.co/CNU0m5TikU","http://www.nfid.org/acvr","http://pbs.twimg.com/media/D01QlaHWsAImEwh.jpg","https://t.co/0IsKTGMpve","https://twitter.com/NFIDvaccines/status/1102626089866874884/photo/1","photo","http://pbs.twimg.com/media/D01QlaHWsAImEwh.jpg","https://t.co/0IsKTGMpve","https://twitter.com/NFIDvaccines/status/1102626089866874884/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NFIDvaccines/status/1102626089866874884","NFID","Bethesda, MD","Non-profit educating public & #healthcare professionals on causes, treatment, & prevention of infectious diseases across the lifespan #FightFlu #GetVaccinated","http://t.co/uI84I9o67B",FALSE,5844,4376,165,16729,2366,2011-02-04 16:31:52,FALSE,"http://t.co/uI84I9o67B","http://www.nfid.org/info","en","https://pbs.twimg.com/profile_banners/247351807/1542298987","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000867106495/72WYzeR4_normal.jpeg"
"x247351807","x1102225911624224774",2019-03-03 15:15:10,"NFIDvaccines","Senior Life: Did you know #influenza complications can include heart attack and stroke? https://t.co/cDzn7f21K6 #GetVaccinated to help #FightFlu https://t.co/MFO7oIHr2C","Hootsuite Inc.",144,,,,FALSE,FALSE,4,3,"influenza GetVaccinated FightFlu",,"ow.ly/hL9s30nSPFq","https://t.co/cDzn7f21K6","http://ow.ly/hL9s30nSPFq","http://pbs.twimg.com/media/D0vkoBFW0AA6Ck5.jpg","https://t.co/MFO7oIHr2C","https://twitter.com/NFIDvaccines/status/1102225911624224774/photo/1","photo","http://pbs.twimg.com/media/D0vkoBFW0AA6Ck5.jpg","https://t.co/MFO7oIHr2C","https://twitter.com/NFIDvaccines/status/1102225911624224774/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NFIDvaccines/status/1102225911624224774","NFID","Bethesda, MD","Non-profit educating public & #healthcare professionals on causes, treatment, & prevention of infectious diseases across the lifespan #FightFlu #GetVaccinated","http://t.co/uI84I9o67B",FALSE,5844,4376,165,16729,2366,2011-02-04 16:31:52,FALSE,"http://t.co/uI84I9o67B","http://www.nfid.org/info","en","https://pbs.twimg.com/profile_banners/247351807/1542298987","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000867106495/72WYzeR4_normal.jpeg"
"x710749860","x1104199912244146176",2019-03-09 01:59:08,"sportyginger","Glad @WhoopiGoldberg has recovered after her bout with #Pneumonia &amp; #Sepsis. 

Would have been a great opportunity to promote prevention through #Vaccination. Get the #Prevnar-13 #Prenar-23 #Influenza #Shingles vaccines @ age 50 or over to avoid PNA &amp; complications!🤗","Twitter for iPhone",275,,,,FALSE,FALSE,1,1,"Pneumonia Sepsis Vaccination Prevnar Prenar Influenza Shingles",,,,,,,,,,,,,"x284602545","WhoopiGoldberg","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sportyginger/status/1104199912244146176","(((TheZeteticRN)))","usa","Critical Care travel CCRN.These are my opinions & not my employer. ""Doing small things with great ❤️.  It’s Complicated. #ISTJ #TeamVest",,FALSE,479,569,34,24416,56652,2012-07-22 14:13:29,FALSE,,,"en","https://pbs.twimg.com/profile_banners/710749860/1508103751","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1079982455812087808/mnYr8wLT_normal.jpg"
"x233055282","x1104178953886068737",2019-03-09 00:35:51,"RockChalkJ","The couple that does everything together get sick together too #influenza https://t.co/KgyyzfgQrw","Twitter for iPad",73,,,,FALSE,FALSE,0,0,"influenza",,,,,"http://pbs.twimg.com/tweet_video_thumb/D1LU5qPXQAADko4.jpg","https://t.co/KgyyzfgQrw","https://twitter.com/RockChalkJ/status/1104178953886068737/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D1LU5qPXQAADko4.jpg","https://t.co/KgyyzfgQrw","https://twitter.com/RockChalkJ/status/1104178953886068737/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/e21c8e4914eef2b3.json","Colorado","Colorado, USA","admin","United States","US","NA NA","NA NA","-109.060257 -102.041524 -102.041524 -109.060257 36.992427 36.992427 41.003445 41.003445","https://twitter.com/RockChalkJ/status/1104178953886068737","Jackie","Colorado, USA","Love my kids, life, God & the KU Jayhawks!",,FALSE,343,461,7,5697,32359,2011-01-02 04:25:44,FALSE,,,"en","https://pbs.twimg.com/profile_banners/233055282/1393207996","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2550828233/image_normal.jpg"
"x574747417","x1103399856884932608",2019-03-06 21:00:00,"censia_salud","Si estás embarazada, es muy importante vacunarte contra la #influenza en esta temporada de frío.
Marzo es el último mes en que se aplicará esta vacuna. Y tú, ¿ya te vacunaste? https://t.co/fCADIClVEE","TweetDeck",175,,,,FALSE,FALSE,11,17,"influenza",,,,,"http://pbs.twimg.com/media/D07tSPDXcAA9bXA.jpg","https://t.co/fCADIClVEE","https://twitter.com/censia_salud/status/1103399856884932608/photo/1","photo","http://pbs.twimg.com/media/D07tSPDXcAA9bXA.jpg","https://t.co/fCADIClVEE","https://twitter.com/censia_salud/status/1103399856884932608/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1103399856884932608","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
"x574747417","x1101512425193365504",2019-03-01 16:00:01,"censia_salud","Personas con enfermedades respiratorias o del corazón a vacunarse contra la #influenza 
Consulta a tu médico. https://t.co/2jYXwfBV6q","TweetDeck",109,,,,FALSE,FALSE,7,10,"influenza",,,,,"http://pbs.twimg.com/media/D0Xjen-WoAc4wnt.jpg","https://t.co/2jYXwfBV6q","https://twitter.com/censia_salud/status/1101512425193365504/photo/1","photo","http://pbs.twimg.com/media/D0Xjen-WoAc4wnt.jpg","https://t.co/2jYXwfBV6q","https://twitter.com/censia_salud/status/1101512425193365504/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1101512425193365504","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
"x574747417","x1104157346408783873",2019-03-08 23:10:00,"censia_salud","Solicita tu #vacuna de #influenza en tu unidad de salud más cercana.
Recuerda: marzo es el último mes en que se aplicará esta vacuna. Y tú, ¿ya te vacunaste? https://t.co/27ufx9G9l4","TweetDeck",157,,,,FALSE,FALSE,6,2,"vacuna influenza",,,,,"http://pbs.twimg.com/media/D07t6YqXQAMz31s.jpg","https://t.co/27ufx9G9l4","https://twitter.com/censia_salud/status/1104157346408783873/photo/1","photo","http://pbs.twimg.com/media/D07t6YqXQAMz31s.jpg","https://t.co/27ufx9G9l4","https://twitter.com/censia_salud/status/1104157346408783873/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1104157346408783873","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
"x574747417","x1101226786816434176",2019-02-28 21:05:00,"censia_salud","Adultos de 60 años y más a vacunarse contra la #influenza.  Busca la Unidad de Salud más cercana. https://t.co/ZrQ1g6L4z9","TweetDeck",97,,,,FALSE,FALSE,5,4,"influenza",,,,,"http://pbs.twimg.com/media/D0WlAtaWoAAb3n_.jpg","https://t.co/ZrQ1g6L4z9","https://twitter.com/censia_salud/status/1101226786816434176/photo/1","photo","http://pbs.twimg.com/media/D0WlAtaWoAAb3n_.jpg","https://t.co/ZrQ1g6L4z9","https://twitter.com/censia_salud/status/1101226786816434176/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1101226786816434176","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
"x574747417","x1103779859271020544",2019-03-07 22:10:00,"censia_salud","La #vacunación ayuda a proteger a mujeres durante el embarazo y a sus #bebés hasta los 6 meses después de nacer. #Influenza https://t.co/leqtZzaIhm","TweetDeck",123,,,,FALSE,FALSE,8,6,"vacunación bebés Influenza",,,,,"http://pbs.twimg.com/media/D07tlbQWwAAYlaJ.jpg","https://t.co/leqtZzaIhm","https://twitter.com/censia_salud/status/1103779859271020544/photo/1","photo","http://pbs.twimg.com/media/D07tlbQWwAAYlaJ.jpg","https://t.co/leqtZzaIhm","https://twitter.com/censia_salud/status/1103779859271020544/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/censia_salud/status/1103779859271020544","CeNSIA","Ciudad de México","Centro Nacional para la Salud de la Infancia y la Adolescencia de la Secretaría de Salud.","https://t.co/RFEyT6NgJg",FALSE,13435,397,132,14963,4755,2012-05-08 19:52:34,TRUE,"https://t.co/RFEyT6NgJg","https://www.gob.mx/salud/censia","es","https://pbs.twimg.com/profile_banners/574747417/1552056048","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1072601150384431104/MNJUlm83_normal.jpg"
